epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
195,204.436,0.72305,0.59144,0.85653,0.99143,1,0.995,0.59563,1.30004,0.71631,1.18933,0.0007196,0.0007196,0.0007196
196,205.432,0.76222,0.6298,0.95396,0.99143,1,0.995,0.59563,1.30004,0.71631,1.18933,0.000713,0.000713,0.000713
197,206.456,0.70884,0.63794,0.88011,0.99126,1,0.995,0.63415,1.27281,0.69946,1.1714,0.0007064,0.0007064,0.0007064
198,207.461,0.7995,0.57995,0.92529,0.99126,1,0.995,0.63415,1.27281,0.69946,1.1714,0.0006998,0.0006998,0.0006998
199,208.493,0.74569,0.57834,0.8915,0.99126,1,0.995,0.63415,1.27281,0.69946,1.1714,0.0006932,0.0006932,0.0006932
200,209.525,0.69876,0.60083,0.87264,0.99126,1,0.995,0.63415,1.27281,0.69946,1.1714,0.0006866,0.0006866,0.0006866
201,210.565,0.73917,0.60935,0.89292,0.99126,1,0.995,0.63415,1.27281,0.69946,1.1714,0.00068,0.00068,0.00068
202,211.644,0.64951,0.578,0.87952,0.9902,1,0.995,0.65767,1.25369,0.69493,1.16328,0.0006734,0.0006734,0.0006734
203,212.638,0.69351,0.57069,0.90081,0.9902,1,0.995,0.65767,1.25369,0.69493,1.16328,0.0006668,0.0006668,0.0006668
204,213.655,0.64376,0.60444,0.89253,0.9902,1,0.995,0.65767,1.25369,0.69493,1.16328,0.0006602,0.0006602,0.0006602
205,214.689,0.64926,0.58172,0.86753,0.9902,1,0.995,0.65767,1.25369,0.69493,1.16328,0.0006536,0.0006536,0.0006536
206,215.716,0.6511,0.56817,0.88305,0.9902,1,0.995,0.65767,1.25369,0.69493,1.16328,0.000647,0.000647,0.000647
207,216.771,0.78217,0.58725,0.90394,0.99054,1,0.995,0.61695,1.25575,0.73762,1.17487,0.0006404,0.0006404,0.0006404
208,217.778,0.68588,0.58368,0.86588,0.99054,1,0.995,0.61695,1.25575,0.73762,1.17487,0.0006338,0.0006338,0.0006338
209,218.771,0.58387,0.53884,0.86991,0.99054,1,0.995,0.61695,1.25575,0.73762,1.17487,0.0006272,0.0006272,0.0006272
210,219.8,0.76434,0.60911,0.92773,0.99054,1,0.995,0.61695,1.25575,0.73762,1.17487,0.0006206,0.0006206,0.0006206
211,220.807,0.79181,0.62582,0.94804,0.99054,1,0.995,0.61695,1.25575,0.73762,1.17487,0.000614,0.000614,0.000614
212,221.852,0.68854,0.60598,0.91169,0.99285,1,0.995,0.62965,1.29176,0.73068,1.21653,0.0006074,0.0006074,0.0006074
213,222.891,0.73318,0.58132,0.90986,0.99285,1,0.995,0.62965,1.29176,0.73068,1.21653,0.0006008,0.0006008,0.0006008
214,223.943,0.67179,0.57656,0.87199,0.99285,1,0.995,0.62965,1.29176,0.73068,1.21653,0.0005942,0.0005942,0.0005942
215,224.987,0.68787,0.5699,0.8795,0.99285,1,0.995,0.62965,1.29176,0.73068,1.21653,0.0005876,0.0005876,0.0005876
216,226.005,0.73497,0.58897,0.93061,0.99285,1,0.995,0.62965,1.29176,0.73068,1.21653,0.000581,0.000581,0.000581
217,227.059,0.64371,0.61092,0.89682,0.99217,1,0.995,0.63837,1.30566,0.72833,1.21864,0.0005744,0.0005744,0.0005744
218,228.078,0.69592,0.55136,0.87135,0.99217,1,0.995,0.63837,1.30566,0.72833,1.21864,0.0005678,0.0005678,0.0005678
219,229.084,0.77364,0.65647,0.96073,0.99217,1,0.995,0.63837,1.30566,0.72833,1.21864,0.0005612,0.0005612,0.0005612
220,230.086,0.65651,0.58585,0.92145,0.99217,1,0.995,0.63837,1.30566,0.72833,1.21864,0.0005546,0.0005546,0.0005546
221,231.094,0.73616,0.5911,0.90039,0.99217,1,0.995,0.63837,1.30566,0.72833,1.21864,0.000548,0.000548,0.000548
222,232.177,0.71468,0.5845,0.88192,0.99337,1,0.995,0.64746,1.26699,0.69737,1.17261,0.0005414,0.0005414,0.0005414
223,233.177,0.63202,0.54515,0.89474,0.99337,1,0.995,0.64746,1.26699,0.69737,1.17261,0.0005348,0.0005348,0.0005348
224,234.168,0.66863,0.57957,0.86565,0.99337,1,0.995,0.64746,1.26699,0.69737,1.17261,0.0005282,0.0005282,0.0005282
225,235.143,0.58793,0.56354,0.87591,0.99337,1,0.995,0.64746,1.26699,0.69737,1.17261,0.0005216,0.0005216,0.0005216
226,236.172,0.63385,0.57564,0.90484,0.99337,1,0.995,0.64746,1.26699,0.69737,1.17261,0.000515,0.000515,0.000515
227,237.221,0.63747,0.58723,0.8443,0.99334,1,0.995,0.67976,1.26131,0.688,1.1621,0.0005084,0.0005084,0.0005084
